,titulo,endereco,preco,quartos,suites,banheiros,vagas,privativos,total,infra,coordenadas,link
302,Apartamento 2 Quartos Meia Praia 78m²,"Rua José Eugênio Muller, 157, Meia Praia - Navegantes/SC","R$ 469.000,00",2,2,3,1,78 M2,,['Elevador'],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9038352, -48.6695079&zoom=16",https://maximoveis.com.br/imovel/11489/apartamento-2-quartos-breeze-residence-meia-praia-navegantes/
303,Apartamento 3 Quartos Praia Brava 353m²,"Rua Delfim Mário Pádua Peixoto, 1540, Praia Brava - Itajaí/SC","R$ 9.290.000,00",3,3,4,4,353 M2,568 M2,"['Brinquedoteca', 'Condomínio Fechado', 'Depósito', 'Elevador', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Jardim', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Sauna Condominial', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9540923, -48.63145220000001&zoom=16",https://maximoveis.com.br/imovel/9363/apartamento-3-quartos-riva-praia-brava-itajai/
304,Apartamento 2 Quartos Centro 60m²,"Avenida Atlântica, 1506, Centro - Balneário Camboriú/SC","R$ 995.000,00",2,,1,1,60 M2,72 M2,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9830694, -48.6342977&zoom=16",https://maximoveis.com.br/imovel/12544/apartamento-2-quartos-londrina-centro-balneario-camboriu/
305,Apartamento 2 Quartos Itaipava 44m²,"Rua Maria De Souza Gonçalves, 38, Itaipava - Itajaí/SC","R$ 220.000,00",2,,1,1,44 M2,49 M2,"['Churrasqueira Condominial', 'Condomínio Fechado', 'Estacionamento', 'Interfone', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9434091, -48.7474332&zoom=16",https://maximoveis.com.br/imovel/12710/apartamento-2-quartos-luna-bella-itaipava-itajai/
306,Apartamento 3 Quartos Praia Brava 126m²,"Rua Delfim Mário Pádua Peixoto, 1540, Praia Brava - Itajaí/SC","R$ 2.900.000,00",3,3,4,2,126 M2,232 M2,"['Brinquedoteca', 'Condomínio Fechado', 'Depósito', 'Elevador', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Jardim', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Sauna Condominial', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9540923, -48.63145220000001&zoom=16",https://maximoveis.com.br/imovel/11945/apartamento-3-quartos-riva-praia-brava-itajai/
307,Apartamento 3 Quartos Centro 115m²,"Rua 1201, 360, Centro - Balneário Camboriú/SC","R$ 1.750.000,00",3,3,4,3,115 M2,145 M2,"['Elevador', 'Interfone', 'Piscina Coletiva', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9793045, -48.638486&zoom=16",https://maximoveis.com.br/imovel/9506/apartamento-3-quartos-dom-pablo-centro-balneario-camboriu/
308,Apartamento 2 Quartos Centro 80m²,"Rua Áurea Vitalina Vieira, 145, Centro - Navegantes/SC","R$ 436.000,00",2,1,2,1,80 M2,,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8990051, -48.6514004&zoom=16",https://maximoveis.com.br/imovel/10821/apartamento-2-quartos-residencial-topazio-centro-navegantes/
309,Apartamento 2 Quartos Fazenda 86m²,"Avenida Sete De Setembro, 1657, Fazenda - Itajaí/SC","R$ 1.052.982,98",2,2,3,1,86 M2,,"['Bicicletário', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Guarita', 'Interfone', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial', 'Spa']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9200291, -48.6532217&zoom=16",https://maximoveis.com.br/imovel/12767/apartamento-2-quartos-fazenda-garden-fazenda-itajai/
310,Apartamento 2 Quartos Meia Praia 68m²,"Avenida Radial Ivo Silveira, 613, Meia Praia - Navegantes/SC","R$ 450.328,00",2,1,2,1,68 M2,,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.866864, -48.644688&zoom=16",https://maximoveis.com.br/imovel/12444/apartamento-2-quartos-sunset-residence-meia-praia-navegantes/
311,Apartamento 4 Quartos Centro 255m²,"Rua Lauro Muller, 360, Centro - Itajaí/SC","R$ 2.450.000,00",4,3,4,2,255 M2,370 M2,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9082542, -48.655151899999964&zoom=16",https://maximoveis.com.br/imovel/4244/apartamento-4-quartos-delta-um-centro-itajai/
312,Apartamento 2 Quartos Meia Praia 52m²,"Rua Promotor Hélio Rosa, 164, Meia Praia - Navegantes/SC","R$ 413.000,00",2,,1,1,52 M2,,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8661204, -48.63988639999999&zoom=16",https://maximoveis.com.br/imovel/12421/apartamento-2-quartos-residencial-privilege-meia-praia-navegantes/
313,Apartamento 2 Quartos Machados 63m²,"Rua Dalério Gazaniga, 123, Machados - Navegantes/SC","R$ 382.366,00",2,2,3,1,63 M2,,"['Brinquedoteca', 'Elevador', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8601068, -48.6892727&zoom=16",https://maximoveis.com.br/imovel/12096/apartamento-2-quartos-fc-perfetto-machados-navegantes/
314,Apartamento 1 Quarto Praia Brava 69m²,"Rodovia Osvaldo Reis, 2000, Praia Brava - Itajaí/SC","R$ 800.000,00",1,1,1,2,69 M2,128 M2,"['Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Estacionamento', 'Lavanderia', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria 24 horas', 'Sala Fitness', 'Salão de Festas', 'Sauna Condominial']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9398695, -48.6415507&zoom=16",https://maximoveis.com.br/imovel/1679/apartamento-1-quarto-maxhaus-praia-brava-praia-brava-itajai/
315,Apartamento 2 Quartos Centro 76m²,"Rua Juvenal Garcia, 400, Centro - Itajaí/SC","R$ 720.000,00",2,2,3,1,76 M2,,"['Aquecimento Central', 'Bicicletário', 'Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Empresa de Monitoramento', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9147098, -48.6655161&zoom=16",https://maximoveis.com.br/imovel/10498/apartamento-2-quartos-maiori-centro-itajai/
316,Apartamento 3 Quartos Fazendinha 162m²,"Avenida Osvaldo Reis, 3334, Fazendinha - Itajaí/SC","R$ 2.642.358,97",3,3,4,2,162 M2,244 M2,"['Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9530755, -48.6405651&zoom=16",https://maximoveis.com.br/imovel/10759/apartamento-3-quartos-artefacto-towers-fazendinha-itajai/
317,Apartamento 2 Quartos Dom Bosco 73m²,"Rua Esperidião Graciliano Da Silva, 298, Dom Bosco - Itajaí/SC","R$ 575.000,00",2,2,3,1,73 M2,,"['Brinquedoteca', 'Churrasqueira Condominial', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9199902, -48.6809755&zoom=16",https://maximoveis.com.br/imovel/10776/apartamento-2-quartos-lago-di-lucerna-dom-bosco-itajai/
318,Apartamento 4 Quartos Pioneiros 137m²,"Rua Bibiano Dos Santos, 700, Pioneiros - Balneário Camboriú/SC","R$ 2.850.000,00",4,4,5,3,137 M2,,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9666127, -48.6346565&zoom=16",https://maximoveis.com.br/imovel/9799/apartamento-4-quartos-leblon-garden-residence-pioneiros-balneario-camboriu/
319,Apartamento 3 Quartos Praia Brava 163m²,"Rua Delfim Mário Pádua Peixoto, 1540, Praia Brava - Itajaí/SC","R$ 3.300.000,00",3,3,4,3,163 M2,290 M2,"['Brinquedoteca', 'Condomínio Fechado', 'Depósito', 'Elevador', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Jardim', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Sauna Condominial', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9540923, -48.63145220000001&zoom=16",https://maximoveis.com.br/imovel/9390/apartamento-3-quartos-riva-praia-brava-itajai/
320,Apartamento 2 Quartos Itaipava 44m²,"Rua Maria De Souza Gonçalves, 38, Itaipava - Itajaí/SC","R$ 210.000,00",2,,1,1,44 M2,49 M2,"['Churrasqueira Condominial', 'Condomínio Fechado', 'Estacionamento', 'Interfone', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9434091, -48.7474332&zoom=16",https://maximoveis.com.br/imovel/12706/apartamento-2-quartos-luna-bella-itaipava-itajai/
321,Apartamento 2 Quartos Centro 80m²,"Rua Comandante Apolinário Brandão, 298, Centro - Navegantes/SC","R$ 521.118,00",2,2,2,3,80 M2,,"['Condomínio Fechado', 'Elevador', 'Estacionamento']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8830236, -48.6433413&zoom=16",https://maximoveis.com.br/imovel/12524/apartamento-2-quartos-lumieri-residence-centro-navegantes/
322,Apartamento 3 Quartos Centro 155m²,"Rua Lauro Muller, 538, Centro - Itajaí/SC","R$ 2.919.000,00",3,3,4,3,155 M2,251 M2,"['Bicicletário', 'Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Interfone', 'Jardim', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9098664, -48.6548531&zoom=16",https://maximoveis.com.br/imovel/8835/apartamento-3-quartos-marechiaro-residencial-centro-itajai/
323,Apartamento 3 Quartos Centro 155m²,"Rua Lauro Muller, 538, Centro - Itajaí/SC","R$ 2.738.000,00",3,3,4,3,155 M2,251 M2,"['Bicicletário', 'Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Interfone', 'Jardim', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9098664, -48.6548531&zoom=16",https://maximoveis.com.br/imovel/8830/apartamento-3-quartos-marechiaro-residencial-centro-itajai/
324,Apartamento 2 Quartos Vila Operária 146m²,"Avenida José Eugênio Muller, 1279, Vila Operária - Itajaí/SC","R$ 706.433,00",2,,3,1,146 M2,,"['Elevador', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.914269, -48.67051739999999&zoom=16",https://maximoveis.com.br/imovel/12915/apartamento-2-quartos-urban-side-vila-operaria-itajai/
325,Apartamento 4 Quartos Centro 223m²,"Avenida Brasil, 271, Centro - Balneário Camboriú/SC","R$ 6.149.000,00",4,4,5,3,223 M2,391 M2,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9722979, -48.6352343&zoom=16",https://maximoveis.com.br/imovel/7952/apartamento-4-quartos-skyline-tower-centro-balneario-camboriu/
326,Apartamento 2 Quartos Centro 80m²,"Rua Uruguai, 45, Centro - Itajaí/SC","R$ 830.000,00",2,1,2,,80 M2,130 M2,"['Bicicletário', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Depósito', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Lavanderia', 'Piscina Coletiva', 'Sala Fitness', 'Salão de Jogos', 'Vigilância 24 horas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9087827, -48.6646308&zoom=16",https://maximoveis.com.br/imovel/11874/apartamento-2-quartos-hub-45-centro-itajai/
327,Apartamento 2 Quartos Itaipava 44m²,"Rua Maria De Souza Gonçalves, 38, Itaipava - Itajaí/SC","R$ 220.000,00",2,,1,1,44 M2,49 M2,"['Churrasqueira Condominial', 'Condomínio Fechado', 'Estacionamento', 'Interfone', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9434091, -48.7474332&zoom=16",https://maximoveis.com.br/imovel/12691/apartamento-2-quartos-luna-bella-itaipava-itajai/
328,Apartamento 3 Quartos Vila Operária 96m²,"Rua Carlos Seara, 650, Vila Operária - Itajaí/SC","R$ 600.000,00",3,1,1,1,96 M2,121 M2,"['Condomínio Fechado', 'Elevador', 'Interfone', 'Piscina Coletiva', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9119798, -48.67134179999999&zoom=16",https://maximoveis.com.br/imovel/4179/apartamento-3-quartos-edificio-residencial-fernanda-e-daniel-vila-operaria-itajai/
329,Apartamento 3 Quartos Fazenda 142m²,"Avenida Sete De Setembro, 1657, Fazenda - Itajaí/SC","R$ 2.027.760,00",3,3,4,2,142 M2,,"['Bicicletário', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Guarita', 'Interfone', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial', 'Spa']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9200291, -48.6532217&zoom=16",https://maximoveis.com.br/imovel/12769/apartamento-3-quartos-fazenda-garden-fazenda-itajai/
330,Apartamento 4 Quartos Centro 149m²,"Rua 1131, 253, Centro - Balneário Camboriú/SC","R$ 3.000.000,00",4,2,3,4,149 M2,278 M2,"['Bicicletário', 'Brinquedoteca', 'Elevador', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Playground', 'Portaria 24 horas', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9803873, -48.638738&zoom=16",https://maximoveis.com.br/imovel/12103/apartamento-4-quartos-torre-esmeralda-centro-balneario-camboriu/
331,Apartamento 4 Quartos Centro 138m²,"Rua 1201, 400, Centro - Balneário Camboriú/SC","R$ 3.265.000,00",4,4,4,3,138 M2,282 M2,"['Aquecimento Central', 'Bicicletário', 'Brinquedoteca', 'Churrasqueira Condominial', 'Depósito', 'Elevador', 'Espaço Gourmet', 'Gás Central', 'Guarita', 'Interfone', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Porteiro Eletrônico', 'Sala Fitness', 'Salão de Festas', 'Spa', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9791573, -48.63879&zoom=16",https://maximoveis.com.br/imovel/10953/apartamento-4-quartos-admira-arrka-concept-centro-balneario-camboriu/
332,Apartamento 3 Quartos Vila Operária 117m²,"Rua Carlos Seara, 713, Vila Operária - Itajaí/SC","R$ 975.734,95",3,3,3,2,117 M2,,"['Condomínio Fechado', 'Elevador', 'Interfone', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9127838, -48.67177119999999&zoom=16",https://maximoveis.com.br/imovel/12480/apartamento-3-quartos-genesis-residence-vila-operaria-itajai/
333,Apartamento 4 Quartos Praia Brava 226m²,"Avenida José Medeiros Vieira, 1877, Praia Brava - Itajaí/SC","R$ 9.906.467,76",4,4,5,3,226 M2,,"['Condomínio Fechado', 'Elevador', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial', 'Spa']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9480335, -48.6296978&zoom=16",https://maximoveis.com.br/imovel/9011/apartamento-4-quartos-bay-house-praia-brava-itajai/
334,Apartamento 2 Quartos Praia Brava 56m²,"Rua Suécia, 371, Praia Brava - Itajaí/SC","R$ 748.000,00",2,1,2,2,56 M2,,"['Elevador', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.95522, -48.644251&zoom=16",https://maximoveis.com.br/imovel/10717/apartamento-2-quartos-soul-brava-praia-brava-itajai/
335,Apartamento 3 Quartos Centro 155m²,"Rua Lauro Muller, 538, Centro - Itajaí/SC","R$ 2.900.000,00",3,3,4,3,155 M2,251 M2,"['Bicicletário', 'Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Interfone', 'Jardim', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']",,https://maximoveis.com.br/imovel/7884/apartamento-3-quartos-marechiaro-residencial-centro-itajai/
336,Apartamento 2 Quartos Fazenda 65m²,"Rua Manoel Bernardo Da Silva, 345, Fazenda - Itajaí/SC","R$ 649.292,08",2,1,2,1,65 M2,,"['Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9273027, -48.6546086&zoom=16",https://maximoveis.com.br/imovel/12729/apartamento-2-quartos-luminares-residence-fazenda-itajai/
337,Apartamento 3 Quartos Praia Brava 120m²,"Avenida Rua Luci Canziani, 200, Praia Brava - Itajaí/SC","R$ 1.750.000,00",3,3,4,2,120 M2,195 M2,"['Bicicletário', 'Brinquedoteca', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Playground', 'Portaria 24 horas', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Segurança Patrimonial', 'Vigilância 24 horas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9441085, -48.6387303&zoom=16",https://maximoveis.com.br/imovel/12428/apartamento-3-quartos-torres-da-brava-praia-brava-itajai/
338,Apartamento 2 Quartos Praia Brava 77m²,"Rua Laura Dos Santos Laurindo, 101, Praia Brava - Itajaí/SC","R$ 972.146,77",2,1,2,1,77 M2,,"['Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas', 'Spa', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9441396, -48.64138639999999&zoom=16",https://maximoveis.com.br/imovel/12476/apartamento-2-quartos-brava-park-residence-praia-brava-itajai/
339,Apartamento 4 Quartos Praia Brava 207m²,"Rua Delfim Mário De Pádua Peixoto, 383, Praia Brava - Itajaí/SC","R$ 7.600.000,00",4,4,5,4,207 M2,416 M2,"['Bicicletário', 'Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Jardim', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria', 'Portaria 24 horas', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial', 'Segurança Patrimonial', 'Spa', 'Vigilância 24 horas', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9437555, -48.630004799999995&zoom=16",https://maximoveis.com.br/imovel/6367/apartamento-4-quartos-brava-home-resort-praia-brava-itajai/
340,Apartamento 3 Quartos Fazenda 91m²,"Rua Manoel Bernardo Da Silva, 345, Fazenda - Itajaí/SC","R$ 949.620,41",3,1,3,2,91 M2,,"['Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9273027, -48.6546086&zoom=16",https://maximoveis.com.br/imovel/12731/apartamento-3-quartos-luminares-residence-fazenda-itajai/
341,Apartamento 1 Quarto Centro 113m²,"Avenida Prefeito Cirino Adolfo Cabral, 999, Centro - Navegantes/SC","R$ 1.811.313,00",1,1,2,2,113 M2,,"['Brinquedoteca', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Spa']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9003392, -48.64401789999999&zoom=16",https://maximoveis.com.br/imovel/11357/apartamento-1-quarto-amber-tower-centro-navegantes/
342,Apartamento 3 Quartos Praia Brava 125m²,"Rua Conselheiro Júlio Kumm, 563, Praia Brava - Itajaí/SC","R$ 2.350.000,00",3,3,4,2,125 M2,167 M2,"['Bicicletário', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Salão de Festas', 'Salão de Jogos', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9529509, -48.634561&zoom=16",https://maximoveis.com.br/imovel/10688/apartamento-3-quartos-residencial-dusseldorf-praia-brava-itajai/
343,Apartamento 2 Quartos Praia Brava 75m²,"Avenida Rua Luci Canziani, 200, Praia Brava - Itajaí/SC","R$ 1.200.000,00",2,2,3,1,75 M2,106 M2,"['Bicicletário', 'Brinquedoteca', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Playground', 'Portaria 24 horas', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Segurança Patrimonial', 'Vigilância 24 horas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9441106, -48.6387048&zoom=16",https://maximoveis.com.br/imovel/12328/apartamento-2-quartos-torres-da-brava-praia-brava-itajai/
344,Apartamento 3 Quartos Centro 150m²,"Avenida Atlântica, 890, Centro - Balneário Camboriú/SC","R$ 3.500.000,00",3,1,3,2,150 M2,170 M2,"['Churrasqueira Condominial', 'Elevador', 'Elevador de Serviço', 'Gás Central', 'Guarita', 'Interfone', 'Piscina Coletiva', 'Portaria', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.97770213864264, -48.63536452327881&zoom=16",https://maximoveis.com.br/imovel/9183/apartamento-3-quartos-alphaville-centro-balneario-camboriu/
345,Apartamento 4 Quartos Centro 133m²,"Rua 1201, 280, Centro - Balneário Camboriú/SC","R$ 3.700.000,00",4,2,3,3,133 M2,,"['Bicicletário', 'Brinquedoteca', 'Churrasqueira Condominial', 'Depósito', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Spa', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9793679, -48.6376601&zoom=16",https://maximoveis.com.br/imovel/12310/apartamento-4-quartos-tesla-centro-balneario-camboriu/
